,home_team,home_score,away_team,away_score,day_of_week,month,day_of_month,year,time,attendance,stadium,a_href
0,Wolverhampton Wanderers,1,Birmingham City,0,Sunday,December,12,2010,13:30,25150,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Bolton Wanderers,2,Blackburn Rovers,1,Sunday,December,12,2010,13:30,24471,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Tottenham Hotspur,1,Chelsea FC,1,Sunday,December,12,2010,16:00,35787,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Manchester United,1,Arsenal FC,0,Monday,December,13,2010,20:00,75227,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Sunderland AFC,1,Bolton Wanderers,0,Saturday,December,18,2010,12:45,35101,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Blackburn Rovers,1,West Ham United,1,Saturday,December,18,2010,15:00,21934,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Manchester City,1,Everton FC,2,Monday,December,20,2010,20:00,45028,City of Manchester Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Wigan Athletic,1,Aston Villa,2,Tuesday,January,25,2011,19:45,16442,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Liverpool FC,1,Fulham FC,0,Wednesday,January,26,2011,20:00,40466,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Birmingham City,0,Newcastle United,2,Tuesday,February,15,2011,19:45,28270,St Andrew's Ground (Birmingham / England),https://www.worldfootball.net/venues/st-andrews-ground-birmingham/
0,West Bromwich Albion,1,Wolverhampton Wanderers,1,Sunday,February,20,2011,12:00,26170,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Blackpool FC,3,Tottenham Hotspur,1,Tuesday,February,22,2011,20:00,16069,Bloomfield Road (Blackpool / England),https://www.worldfootball.net/venues/bloomfield-road-blackpool/
0,Arsenal FC,1,Stoke City,0,Wednesday,February,23,2011,19:45,60041,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Chelsea FC,2,Manchester United,1,Tuesday,March,1,2011,19:45,41825,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Fulham FC,1,West Ham United,3,Sunday,December,26,2010,12:00,25332,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Manchester United,2,Sunderland AFC,0,Sunday,December,26,2010,15:00,75269,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Newcastle United,1,Manchester City,3,Sunday,December,26,2010,15:00,51635,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Wolverhampton Wanderers,1,Wigan Athletic,2,Sunday,December,26,2010,15:00,26901,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Bolton Wanderers,2,West Bromwich Albion,0,Sunday,December,26,2010,15:00,23413,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Blackburn Rovers,0,Stoke City,2,Sunday,December,26,2010,15:00,25440,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Aston Villa,1,Tottenham Hotspur,2,Sunday,December,26,2010,17:30,39411,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Arsenal FC,3,Chelsea FC,1,Monday,December,27,2010,20:00,60112,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Blackpool FC,2,Liverpool FC,1,Wednesday,January,12,2011,20:00,16089,Bloomfield Road (Blackpool / England),https://www.worldfootball.net/venues/bloomfield-road-blackpool/
0,Everton FC,1,Birmingham City,1,Wednesday,March,9,2011,20:00,33974,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Tottenham Hotspur,2,Newcastle United,0,Tuesday,December,28,2010,15:00,35927,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Sunderland AFC,0,Blackpool FC,2,Tuesday,December,28,2010,15:00,42892,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Manchester City,4,Aston Villa,0,Tuesday,December,28,2010,15:00,46716,City of Manchester Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,West Bromwich Albion,1,Blackburn Rovers,3,Tuesday,December,28,2010,15:00,24440,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Stoke City,0,Fulham FC,2,Tuesday,December,28,2010,15:00,26954,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,West Ham United,1,Everton FC,1,Tuesday,December,28,2010,17:30,33422,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Birmingham City,1,Manchester United,1,Tuesday,December,28,2010,20:00,28242,St Andrew's Ground (Birmingham / England),https://www.worldfootball.net/venues/st-andrews-ground-birmingham/
0,Chelsea FC,1,Bolton Wanderers,0,Wednesday,December,29,2010,19:45,40982,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Wigan Athletic,2,Arsenal FC,2,Wednesday,December,29,2010,19:45,17014,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Liverpool FC,0,Wolverhampton Wanderers,1,Wednesday,December,29,2010,20:00,41614,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,West Bromwich Albion,1,Manchester United,2,Saturday,January,1,2011,12:45,25499,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Manchester City,1,Blackpool FC,0,Saturday,January,1,2011,15:00,47296,City of Manchester Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Tottenham Hotspur,1,Fulham FC,0,Saturday,January,1,2011,15:00,35603,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Sunderland AFC,3,Blackburn Rovers,0,Saturday,January,1,2011,15:00,36242,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,West Ham United,2,Wolverhampton Wanderers,0,Saturday,January,1,2011,15:00,33500,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Stoke City,2,Everton FC,0,Saturday,January,1,2011,15:00,27418,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Liverpool FC,2,Bolton Wanderers,1,Saturday,January,1,2011,15:00,35400,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Birmingham City,0,Arsenal FC,3,Saturday,January,1,2011,17:30,24341,St Andrew's Ground (Birmingham / England),https://www.worldfootball.net/venues/st-andrews-ground-birmingham/
0,Chelsea FC,3,Aston Villa,3,Sunday,January,2,2011,13:30,41222,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Wigan Athletic,0,Newcastle United,1,Sunday,January,2,2011,16:00,15277,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Blackpool FC,1,Birmingham City,2,Tuesday,January,4,2011,20:00,14550,Bloomfield Road (Blackpool / England),https://www.worldfootball.net/venues/bloomfield-road-blackpool/
0,Manchester United,2,Stoke City,1,Tuesday,January,4,2011,20:00,73401,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Fulham FC,3,West Bromwich Albion,0,Tuesday,January,4,2011,20:00,23654,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Wolverhampton Wanderers,1,Chelsea FC,0,Wednesday,January,5,2011,19:45,26432,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Arsenal FC,0,Manchester City,0,Wednesday,January,5,2011,19:45,60085,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Newcastle United,5,West Ham United,0,Wednesday,January,5,2011,19:45,42387,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Aston Villa,0,Sunderland AFC,1,Wednesday,January,5,2011,19:45,32627,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Bolton Wanderers,1,Wigan Athletic,1,Wednesday,January,5,2011,20:00,18852,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Blackburn Rovers,3,Liverpool FC,1,Wednesday,January,5,2011,20:00,24522,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Everton FC,2,Tottenham Hotspur,1,Wednesday,January,5,2011,20:00,34124,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Manchester City,4,Wolverhampton Wanderers,3,Saturday,January,15,2011,15:00,46672,City of Manchester Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Stoke City,2,Bolton Wanderers,0,Saturday,January,15,2011,15:00,26809,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Wigan Athletic,1,Fulham FC,1,Saturday,January,15,2011,15:00,18820,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Chelsea FC,2,Blackburn Rovers,0,Saturday,January,15,2011,15:00,40846,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,West Bromwich Albion,3,Blackpool FC,2,Saturday,January,15,2011,15:00,25316,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,West Ham United,0,Arsenal FC,3,Saturday,January,15,2011,17:30,32682,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Birmingham City,1,Aston Villa,1,Sunday,January,16,2011,12:00,22287,St Andrew's Ground (Birmingham / England),https://www.worldfootball.net/venues/st-andrews-ground-birmingham/
0,Sunderland AFC,1,Newcastle United,1,Sunday,January,16,2011,12:00,47869,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Liverpool FC,2,Everton FC,2,Sunday,January,16,2011,14:05,44795,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Tottenham Hotspur,0,Manchester United,0,Sunday,January,16,2011,16:10,35828,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Wolverhampton Wanderers,0,Liverpool FC,3,Saturday,January,22,2011,12:45,28869,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Blackpool FC,1,Sunderland AFC,2,Saturday,January,22,2011,15:00,16037,Bloomfield Road (Blackpool / England),https://www.worldfootball.net/venues/bloomfield-road-blackpool/
0,Arsenal FC,3,Wigan Athletic,0,Saturday,January,22,2011,15:00,59552,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Manchester United,5,Birmingham City,0,Saturday,January,22,2011,15:00,75326,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Everton FC,2,West Ham United,2,Saturday,January,22,2011,15:00,34179,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Newcastle United,1,Tottenham Hotspur,1,Saturday,January,22,2011,15:00,51010,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Fulham FC,2,Stoke City,0,Saturday,January,22,2011,15:00,23766,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Aston Villa,1,Manchester City,0,Saturday,January,22,2011,17:30,37315,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Blackburn Rovers,2,West Bromwich Albion,0,Sunday,January,23,2011,16:00,24057,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Bolton Wanderers,0,Chelsea FC,4,Monday,January,24,2011,20:00,22837,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Sunderland AFC,2,Chelsea FC,4,Tuesday,February,1,2011,19:45,37855,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Arsenal FC,2,Everton FC,1,Tuesday,February,1,2011,19:45,60014,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Manchester United,3,Aston Villa,1,Tuesday,February,1,2011,20:00,75256,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,West Bromwich Albion,2,Wigan Athletic,2,Tuesday,February,1,2011,20:00,25358,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Birmingham City,2,Manchester City,2,Wednesday,February,2,2011,19:45,24379,St Andrew's Ground (Birmingham / England),https://www.worldfootball.net/venues/st-andrews-ground-birmingham/
0,Blackpool FC,1,West Ham United,3,Wednesday,February,2,2011,20:00,15095,Bloomfield Road (Blackpool / England),https://www.worldfootball.net/venues/bloomfield-road-blackpool/
0,Bolton Wanderers,1,Wolverhampton Wanderers,0,Wednesday,February,2,2011,20:00,18944,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Blackburn Rovers,0,Tottenham Hotspur,1,Wednesday,February,2,2011,20:00,23253,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Liverpool FC,2,Stoke City,0,Wednesday,February,2,2011,20:00,40254,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Fulham FC,1,Newcastle United,0,Wednesday,February,2,2011,20:00,25620,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Stoke City,3,Sunderland AFC,2,Saturday,February,5,2011,12:45,26008,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Aston Villa,2,Fulham FC,2,Saturday,February,5,2011,15:00,35899,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Manchester City,3,West Bromwich Albion,0,Saturday,February,5,2011,15:00,46846,City of Manchester Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Everton FC,5,Blackpool FC,3,Saturday,February,5,2011,15:00,38202,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Wigan Athletic,4,Blackburn Rovers,3,Saturday,February,5,2011,15:00,18567,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Newcastle United,4,Arsenal FC,4,Saturday,February,5,2011,15:00,51561,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Tottenham Hotspur,2,Bolton Wanderers,1,Saturday,February,5,2011,15:00,36197,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Wolverhampton Wanderers,2,Manchester United,1,Saturday,February,5,2011,17:30,28811,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,West Ham United,0,Birmingham City,1,Sunday,February,6,2011,13:30,32927,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Chelsea FC,0,Liverpool FC,1,Sunday,February,6,2011,16:00,41829,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Manchester United,2,Manchester City,1,Saturday,February,12,2011,12:45,75322,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
