,home_team,home_score,away_team,away_score,day_of_week,month,day_of_month,year,time,attendance,stadium,a_href
0,West Bromwich Albion,1,Everton FC,0,Saturday,May,14,2011,12:45,25838,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Chelsea FC,2,Newcastle United,2,Sunday,May,15,2011,13:30,41739,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Birmingham City,0,Fulham FC,2,Sunday,May,15,2011,16:00,27759,St Andrew's Ground (Birmingham / England),https://www.worldfootball.net/venues/st-andrews-ground-birmingham/
0,Arsenal FC,1,Aston Villa,2,Sunday,May,15,2011,16:00,60023,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Liverpool FC,0,Tottenham Hotspur,2,Sunday,May,15,2011,16:00,44893,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Wigan Athletic,3,West Ham United,2,Sunday,May,15,2011,16:00,22043,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Manchester City,3,Stoke City,0,Tuesday,May,17,2011,19:45,45103,City of Manchester Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,West Ham United,0,Sunderland AFC,3,Sunday,May,22,2011,16:00,32792,Upton Park (London / England),https://www.worldfootball.net/venues/upton-park-london/
0,Aston Villa,1,Liverpool FC,0,Sunday,May,22,2011,16:00,42785,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Wolverhampton Wanderers,2,Blackburn Rovers,3,Sunday,May,22,2011,16:00,29009,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Tottenham Hotspur,2,Birmingham City,1,Sunday,May,22,2011,16:00,36119,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Fulham FC,2,Arsenal FC,2,Sunday,May,22,2011,16:00,25674,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Everton FC,1,Chelsea FC,0,Sunday,May,22,2011,16:00,38712,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Manchester United,4,Blackpool FC,2,Sunday,May,22,2011,16:00,75400,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Stoke City,0,Wigan Athletic,1,Sunday,May,22,2011,16:00,27566,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Bolton Wanderers,0,Manchester City,2,Sunday,May,22,2011,16:00,26285,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Newcastle United,3,West Bromwich Albion,3,Sunday,May,22,2011,16:00,51678,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Blackburn Rovers,1,Wolverhampton Wanderers,2,Saturday,August,13,2011,15:00,21996,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Fulham FC,0,Aston Villa,0,Saturday,August,13,2011,15:00,25700,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Liverpool FC,1,Sunderland AFC,1,Saturday,August,13,2011,15:00,45018,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Queens Park Rangers,0,Bolton Wanderers,4,Saturday,August,13,2011,15:00,15195,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Wigan Athletic,1,Norwich City,1,Saturday,August,13,2011,15:00,17454,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Newcastle United,0,Arsenal FC,0,Saturday,August,13,2011,17:30,46894,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Stoke City,0,Chelsea FC,0,Sunday,August,14,2011,13:30,27421,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,West Bromwich Albion,1,Manchester United,2,Sunday,August,14,2011,16:00,25360,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Manchester City,4,Swansea City,0,Monday,August,15,2011,20:00,46802,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Tottenham Hotspur,2,Everton FC,0,Wednesday,January,11,2012,19:45,36132,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Sunderland AFC,0,Newcastle United,1,Saturday,August,20,2011,12:00,47751,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Arsenal FC,0,Liverpool FC,2,Saturday,August,20,2011,12:45,60090,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Aston Villa,3,Blackburn Rovers,1,Saturday,August,20,2011,15:00,32319,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Everton FC,0,Queens Park Rangers,1,Saturday,August,20,2011,15:00,35008,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Swansea City,0,Wigan Athletic,0,Saturday,August,20,2011,15:00,19028,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Chelsea FC,2,West Bromwich Albion,1,Saturday,August,20,2011,17:30,41091,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Norwich City,1,Stoke City,1,Sunday,August,21,2011,13:30,26272,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Wolverhampton Wanderers,2,Fulham FC,0,Sunday,August,21,2011,14:00,22657,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Bolton Wanderers,2,Manchester City,3,Sunday,August,21,2011,16:00,24273,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Manchester United,3,Tottenham Hotspur,0,Monday,August,22,2011,20:00,75498,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Aston Villa,0,Wolverhampton Wanderers,0,Saturday,August,27,2011,12:05,30776,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Wigan Athletic,2,Queens Park Rangers,0,Saturday,August,27,2011,12:30,17225,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Blackburn Rovers,0,Everton FC,1,Saturday,August,27,2011,15:00,22826,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Chelsea FC,3,Norwich City,1,Saturday,August,27,2011,15:00,41765,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Swansea City,0,Sunderland AFC,0,Saturday,August,27,2011,15:00,19938,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Liverpool FC,3,Bolton Wanderers,1,Saturday,August,27,2011,17:30,44725,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Newcastle United,2,Fulham FC,1,Sunday,August,28,2011,13:00,42684,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Tottenham Hotspur,1,Manchester City,5,Sunday,August,28,2011,13:30,36150,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,West Bromwich Albion,0,Stoke City,1,Sunday,August,28,2011,15:00,22909,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Manchester United,8,Arsenal FC,2,Sunday,August,28,2011,16:00,75448,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Arsenal FC,1,Swansea City,0,Saturday,September,10,2011,15:00,60087,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Everton FC,2,Aston Villa,2,Saturday,September,10,2011,15:00,32736,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Manchester City,3,Wigan Athletic,0,Saturday,September,10,2011,15:00,46509,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Stoke City,1,Liverpool FC,0,Saturday,September,10,2011,15:00,27592,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Sunderland AFC,1,Chelsea FC,2,Saturday,September,10,2011,15:00,36699,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Wolverhampton Wanderers,0,Tottenham Hotspur,2,Saturday,September,10,2011,15:00,25274,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Bolton Wanderers,0,Manchester United,5,Saturday,September,10,2011,17:30,25944,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Norwich City,0,West Bromwich Albion,1,Sunday,September,11,2011,13:30,26158,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Fulham FC,1,Blackburn Rovers,1,Sunday,September,11,2011,16:00,24856,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Queens Park Rangers,0,Newcastle United,0,Monday,September,12,2011,20:00,16211,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Blackburn Rovers,4,Arsenal FC,3,Saturday,September,17,2011,12:45,22637,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Aston Villa,1,Newcastle United,1,Saturday,September,17,2011,15:00,34248,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Bolton Wanderers,1,Norwich City,2,Saturday,September,17,2011,15:00,21223,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Everton FC,3,Wigan Athletic,1,Saturday,September,17,2011,15:00,31576,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Swansea City,3,West Bromwich Albion,0,Saturday,September,17,2011,15:00,20341,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Wolverhampton Wanderers,0,Queens Park Rangers,3,Saturday,September,17,2011,15:00,24189,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Tottenham Hotspur,4,Liverpool FC,0,Sunday,September,18,2011,13:30,36129,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Fulham FC,2,Manchester City,2,Sunday,September,18,2011,15:00,24750,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Sunderland AFC,4,Stoke City,0,Sunday,September,18,2011,15:00,32296,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Manchester United,3,Chelsea FC,1,Sunday,September,18,2011,16:00,75455,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Manchester City,2,Everton FC,0,Saturday,September,24,2011,12:45,47293,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Arsenal FC,3,Bolton Wanderers,0,Saturday,September,24,2011,15:00,59727,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Chelsea FC,4,Swansea City,1,Saturday,September,24,2011,15:00,41800,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Liverpool FC,2,Wolverhampton Wanderers,1,Saturday,September,24,2011,15:00,44922,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Newcastle United,3,Blackburn Rovers,1,Saturday,September,24,2011,15:00,46236,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,West Bromwich Albion,0,Fulham FC,0,Saturday,September,24,2011,15:00,23835,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Wigan Athletic,1,Tottenham Hotspur,2,Saturday,September,24,2011,15:00,18788,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Stoke City,1,Manchester United,1,Saturday,September,24,2011,17:30,27582,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Queens Park Rangers,1,Aston Villa,1,Sunday,September,25,2011,16:00,16707,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Norwich City,2,Sunderland AFC,1,Monday,September,26,2011,20:00,26107,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Everton FC,0,Liverpool FC,2,Saturday,October,1,2011,12:45,39510,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Aston Villa,2,Wigan Athletic,0,Saturday,October,1,2011,15:00,30744,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Blackburn Rovers,0,Manchester City,4,Saturday,October,1,2011,15:00,24760,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Manchester United,2,Norwich City,0,Saturday,October,1,2011,15:00,75514,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Sunderland AFC,2,West Bromwich Albion,2,Saturday,October,1,2011,15:00,34815,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Wolverhampton Wanderers,1,Newcastle United,2,Saturday,October,1,2011,15:00,26561,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Bolton Wanderers,1,Chelsea FC,5,Sunday,October,2,2011,13:30,24657,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Fulham FC,6,Queens Park Rangers,0,Sunday,October,2,2011,15:00,23766,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Swansea City,2,Stoke City,0,Sunday,October,2,2011,15:00,19523,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Tottenham Hotspur,2,Arsenal FC,1,Sunday,October,2,2011,16:00,36274,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Liverpool FC,1,Manchester United,1,Saturday,October,15,2011,12:45,45065,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester City,4,Aston Villa,1,Saturday,October,15,2011,15:00,47019,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Norwich City,3,Swansea City,1,Saturday,October,15,2011,15:00,26567,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Queens Park Rangers,1,Blackburn Rovers,1,Saturday,October,15,2011,15:00,16487,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Stoke City,2,Fulham FC,0,Saturday,October,15,2011,15:00,26890,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Wigan Athletic,1,Bolton Wanderers,3,Saturday,October,15,2011,15:00,17261,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Chelsea FC,3,Everton FC,1,Saturday,October,15,2011,17:30,41789,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,West Bromwich Albion,2,Wolverhampton Wanderers,0,Sunday,October,16,2011,12:00,24872,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Arsenal FC,2,Sunderland AFC,1,Sunday,October,16,2011,13:30,60078,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Newcastle United,2,Tottenham Hotspur,2,Sunday,October,16,2011,16:00,46420,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Wolverhampton Wanderers,2,Swansea City,2,Saturday,October,22,2011,12:45,25216,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Aston Villa,1,West Bromwich Albion,2,Saturday,October,22,2011,15:00,34152,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Bolton Wanderers,0,Sunderland AFC,2,Saturday,October,22,2011,15:00,24349,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Newcastle United,1,Wigan Athletic,0,Saturday,October,22,2011,15:00,48321,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Liverpool FC,1,Norwich City,1,Saturday,October,22,2011,17:30,44931,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Arsenal FC,3,Stoke City,1,Sunday,October,23,2011,13:30,59671,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Fulham FC,1,Everton FC,3,Sunday,October,23,2011,13:30,25646,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Manchester United,1,Manchester City,6,Sunday,October,23,2011,13:30,75487,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Blackburn Rovers,1,Tottenham Hotspur,2,Sunday,October,23,2011,15:00,22786,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Queens Park Rangers,1,Chelsea FC,0,Sunday,October,23,2011,16:00,18050,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Everton FC,0,Manchester United,1,Saturday,October,29,2011,12:00,35494,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Chelsea FC,3,Arsenal FC,5,Saturday,October,29,2011,12:45,41801,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Manchester City,3,Wolverhampton Wanderers,1,Saturday,October,29,2011,15:00,47142,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Norwich City,3,Blackburn Rovers,3,Saturday,October,29,2011,15:00,26440,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Sunderland AFC,2,Aston Villa,2,Saturday,October,29,2011,15:00,37062,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Swansea City,3,Bolton Wanderers,1,Saturday,October,29,2011,15:00,19477,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Wigan Athletic,0,Fulham FC,2,Saturday,October,29,2011,15:00,15796,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,West Bromwich Albion,0,Liverpool FC,2,Saturday,October,29,2011,17:30,25522,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Tottenham Hotspur,3,Queens Park Rangers,1,Sunday,October,30,2011,16:00,36147,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Stoke City,1,Newcastle United,3,Monday,October,31,2011,20:00,26564,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Newcastle United,2,Everton FC,1,Saturday,November,5,2011,12:45,50671,St James' Park (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Arsenal FC,3,West Bromwich Albion,0,Saturday,November,5,2011,15:00,60091,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Aston Villa,3,Norwich City,2,Saturday,November,5,2011,15:00,35290,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Blackburn Rovers,0,Chelsea FC,1,Saturday,November,5,2011,15:00,21985,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Liverpool FC,0,Swansea City,0,Saturday,November,5,2011,15:00,45013,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester United,1,Sunderland AFC,0,Saturday,November,5,2011,15:00,75570,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Queens Park Rangers,2,Manchester City,3,Saturday,November,5,2011,17:30,18076,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Wolverhampton Wanderers,3,Wigan Athletic,1,Sunday,November,6,2011,13:30,23536,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Bolton Wanderers,5,Stoke City,0,Sunday,November,6,2011,15:00,20028,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Fulham FC,1,Tottenham Hotspur,3,Sunday,November,6,2011,16:00,25698,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Norwich City,1,Arsenal FC,2,Saturday,November,19,2011,12:45,26801,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Everton FC,2,Wolverhampton Wanderers,1,Saturday,November,19,2011,15:00,33953,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Manchester City,3,Newcastle United,1,Saturday,November,19,2011,15:00,47408,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Stoke City,2,Queens Park Rangers,3,Saturday,November,19,2011,15:00,27618,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Sunderland AFC,0,Fulham FC,0,Saturday,November,19,2011,15:00,37688,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,West Bromwich Albion,2,Bolton Wanderers,1,Saturday,November,19,2011,15:00,26221,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Wigan Athletic,3,Blackburn Rovers,3,Saturday,November,19,2011,15:00,17392,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Swansea City,0,Manchester United,1,Saturday,November,19,2011,17:30,20295,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Chelsea FC,1,Liverpool FC,2,Sunday,November,20,2011,16:00,41820,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Tottenham Hotspur,2,Aston Villa,0,Monday,November,21,2011,20:00,35818,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Stoke City,3,Blackburn Rovers,1,Saturday,November,26,2011,12:45,26686,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Bolton Wanderers,0,Everton FC,2,Saturday,November,26,2011,15:00,24058,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Chelsea FC,3,Wolverhampton Wanderers,0,Saturday,November,26,2011,15:00,41648,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Manchester United,1,Newcastle United,1,Saturday,November,26,2011,15:00,75594,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Norwich City,2,Queens Park Rangers,1,Saturday,November,26,2011,15:00,26781,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Sunderland AFC,1,Wigan Athletic,2,Saturday,November,26,2011,15:00,37883,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,West Bromwich Albion,1,Tottenham Hotspur,3,Saturday,November,26,2011,15:00,24801,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Arsenal FC,1,Fulham FC,1,Saturday,November,26,2011,17:30,60043,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Swansea City,0,Aston Villa,0,Sunday,November,27,2011,13:30,20404,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Liverpool FC,1,Manchester City,1,Sunday,November,27,2011,16:00,45071,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Newcastle United,0,Chelsea FC,3,Saturday,December,3,2011,12:45,52305,Sports Direct Arena (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Blackburn Rovers,4,Swansea City,2,Saturday,December,3,2011,15:00,23080,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Manchester City,5,Norwich City,1,Saturday,December,3,2011,15:00,47201,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Queens Park Rangers,1,West Bromwich Albion,1,Saturday,December,3,2011,15:00,17290,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Tottenham Hotspur,3,Bolton Wanderers,0,Saturday,December,3,2011,15:00,35896,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Wigan Athletic,0,Arsenal FC,4,Saturday,December,3,2011,15:00,19280,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Aston Villa,0,Manchester United,1,Saturday,December,3,2011,17:30,40053,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Everton FC,0,Stoke City,1,Sunday,December,4,2011,15:00,33219,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Wolverhampton Wanderers,2,Sunderland AFC,1,Sunday,December,4,2011,16:00,25145,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Fulham FC,1,Liverpool FC,0,Monday,December,5,2011,20:00,25688,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Arsenal FC,1,Everton FC,0,Saturday,December,10,2011,15:00,60062,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Bolton Wanderers,1,Aston Villa,2,Saturday,December,10,2011,15:00,20285,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Liverpool FC,1,Queens Park Rangers,0,Saturday,December,10,2011,15:00,45016,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester United,4,Wolverhampton Wanderers,1,Saturday,December,10,2011,15:00,75627,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Norwich City,4,Newcastle United,2,Saturday,December,10,2011,15:00,26816,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Swansea City,2,Fulham FC,0,Saturday,December,10,2011,15:00,19296,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,West Bromwich Albion,1,Wigan Athletic,2,Saturday,December,10,2011,15:00,25446,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Sunderland AFC,2,Blackburn Rovers,1,Sunday,December,11,2011,13:30,39863,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Stoke City,2,Tottenham Hotspur,1,Sunday,December,11,2011,16:00,27529,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
